Địa chỉ,Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Nguyễn Du, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",40 m²,7.4 tỷ,,4 m,6 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,"Đồ gỗ thịt, Thiết bị đồng bộ chất",,
"Phố Thể Giao, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",45 m²,7.3 tỷ,4 m,2 m,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đồ cơ bản,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Ngõ 466, Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",33 m²,2.85 tỷ,,,5 tầng,3 phòng,,,,,
"Ngõ 74, Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội",33 m²,3.2 tỷ,4 m,,5 tầng,3 phòng,4 phòng,Sổ đỏ.,,,
"Đường 422, Xã Vân Canh, Hoài Đức, Hà Nội",31 m²,2.5 tỷ,3.8 m,2.3 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ nội thất, tivi tủ lạnh, điều hòa giường tủ khách mua chỉ việc xách vali về ở.",Tây - Bắc,Tây - Bắc
"Phố Ngụy Như Kon Tum, Phường Nhân Chính, Thanh Xuân, Hà Nội",58 m²,18 tỷ,4.7 m,,5 tầng,,,,,,
"Dự án KĐT Văn Quán, Phường Phúc La, Hà Đông, Hà Nội",80 m²,Thỏa thuận,,,4 tầng,,,,,Đông - Bắc,
"Phường Phúc Lợi, Long Biên, Hà Nội",40 m²,2.45 tỷ,4.3 m,4 m,3 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,Tây - Bắc,
"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",45 m²,6.5 tỷ,,,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",69 m²,26.5 tỷ,5.1 m,6 m,7 tầng,5 phòng,5 phòng,Sổ đẹp,Cơ Bản.,Đông - Nam,
"Ngõ Gốc Đề, Đường Minh Khai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",55 m²,5.8 tỷ,3.5 m,2 m,4 tầng,6 phòng,5 phòng,Sổ đỏ.,Cơ bản.,Đông - Bắc,Đông - Bắc
"Phố Đại La, Phường Trương Định, Hai Bà Trưng, Hà Nội",110 m²,25 tỷ,4.3 m,,7 tầng,,,,,,
"Ngõ Tràng An, Đường Triệu Việt Vương, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",80.2 m²,Thỏa thuận,505 m,3 m,4 tầng,4 phòng,4 phòng,Sổ đỏ chính chủ.,Bàn giao full nội thất.,Đông - Bắc,Đông - Bắc
"Ngõ 209, Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",55 m²,98 triệu/m²,5 m,4 m,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất có cơ bản,Đông - Nam,Đông - Nam
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",38 m²,3 tỷ,4 m,3 m,3 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,,
"Số 46 ngõ 27, Đường Tả Thanh Oai, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",40.5 m²,3.38 tỷ,4.5 m,2 m,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy Đủ Nội Thất,Tây,Tây
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",48 m²,14.5 tỷ,,,8 tầng,6 phòng,,Sổ đỏ,,,
"74, Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",46 m²,6.4 tỷ,4 m,4 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cao cấp,,
"Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",40 m²,8.45 tỷ,3.75 m,,,,,Sổ đỏ chính chủ,Đầy đủ,,
"Ngõ 24, Đường Kim Đồng, Phường Giáp Bát, Hoàng Mai, Hà Nội",65 m²,10.2 tỷ,,6 m,5 tầng,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ tiện nghi.,Tây,Tây
"Phố Chùa Bộc, Phường Khương Thượng, Đống Đa, Hà Nội",100 m²,30 tỷ,7.5 m,,9 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Vũ Xuân Thiều, Phường Sài Đồng, Long Biên, Hà Nội",60 m²,4.3 tỷ,5.5 m,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,"Đầy đủ đã trang bị nội thất đầy đủ: Bếp từ, tủ bếp, tủ âm tường, bình nóng lạnh, rèm cửa...",Đông - Bắc,Đông - Bắc
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Trung Kiên, Phường Dương Nội, Hà Đông, Hà Nội",51 m²,Thỏa thuận,,,3 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",60 m²,8.5 tỷ,,,,,,,,,
"Đường Trường Chinh, Phường Phương Mai, Đống Đa, Hà Nội",90 m²,8 tỷ,6.2 m,8 m,3 tầng,4 phòng,4 phòng,,Full nội thất,,
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",34.5 m²,2.75 tỷ,,2.5 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Vĩnh Hồ, Phường Ngã Tư Sở, Đống Đa, Hà Nội",90 m²,3.68 tỷ,4 m,,,3 phòng,2 phòng,,,,
"Đường Võng Thị, Phường Thụy Khuê, Tây Hồ, Hà Nội",40 m²,6.8 tỷ,4.8 m,4 m,6 tầng,5 phòng,5 phòng,,Full.,Tây,Tây
"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",40 m²,4.18 tỷ,4.1 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ chinh chủ,Full nội thất,,
"Số 140/9/2, Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",76.6 m²,9.3 tỷ,3.72 m,,6 tầng,8 phòng,9 phòng,Sổ đỏ/ Sổ hồng,,Tây - Nam,Tây - Nam
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",60 m²,10.8 tỷ,4 m,5 m,6 tầng,4 phòng,5 phòng,,"Nội thất hiện đại, thang máy nhập khẩu.",,
"Phường Khương Đình, Thanh Xuân, Hà Nội",60 m²,100 triệu/m²,3.8 m,3 m,5 tầng,6 phòng,4 phòng,Sổ đỏ chính chủ,Nội thất đầy đủ,,
"Phố Hương Viên, Phường Phố Huế, Hai Bà Trưng, Hà Nội",48 m²,7 tỷ,,6 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đồ Đẳng Cấp DN,,
"Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",35 m²,3.69 tỷ,3.2 m,4 m,4 tầng,4 phòng,3 phòng,Sổ đỏ,,,
"Ngõ 143, Đường Lâm Hạ, Phường Bồ Đề, Long Biên, Hà Nội",57 m²,16.5 tỷ,4.7 m,8 m,6 tầng,4 phòng,4 phòng,Sổ đỏ,Đầy đủ.,Bắc,Bắc
"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",75 m²,31 tỷ,5 m,4 m,7 tầng,2 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",140 m²,18 tỷ,8.5 m,5 m,1 tầng,3 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,,
"Số 115, Ngõ 105, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",42 m²,4.8 tỷ,,2 m,6 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Đông - Bắc,Đông - Bắc
"Ngõ 565, Đường Trương Định, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",60 m²,5.3 tỷ,4 m,5 m,4 tầng,6 phòng,4 phòng,,,Đông,Đông
"Đường Trần Thái Tông, Phường Dịch Vọng, Cầu Giấy, Hà Nội",43 m²,5 tỷ,,,,,,,,,
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",120 m²,Thỏa thuận,5.5 m,,,,,,,,
"Đường Hoa Bằng, Phường Yên Hòa, Cầu Giấy, Hà Nội",54 m²,16.5 tỷ,,,3 tầng,,,Sổ đỏ,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",36 m²,3.6 tỷ,4.1 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Đường Hòa Bình, Phường Yên Nghĩa, Hà Đông, Hà Nội",40 m²,2.6 tỷ,4.5 m,8 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội Thất cơ bản sang trọng,,
"Đường DH09, Xã Đông Yên, Quốc Oai, Hà Nội",332 m²,4.98 tỷ,11 m,12 m,1 tầng,2 phòng,2 phòng,Sổ đỏ chính chủ,Đầy đủ.,Nam,Nam
"Phố Nguyễn Đổng Chi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.",56 m²,8.5 tỷ,5 m,6 m,4 tầng,6 phòng,5 phòng,,Nhà đầy đủ nội thất.,Bắc,
"Ngõ 68, Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",32.5 m²,3.85 tỷ,,3 m,5 tầng,3 phòng,,,,,
"Phố Trần Cung, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",38 m²,4.15 tỷ,,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất cao cấp.,,
"Ngõ 213, Đường Giáp Nhất, Phường Nhân Chính, Thanh Xuân, Hà Nội",80 m²,13.9 tỷ,7.52 m,,8 tầng,22 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",36 m²,2.7 tỷ,4.5 m,6 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,,
"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",40 m²,5.5 tỷ,,5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ tiện nghi, sang trọng",,
"Xã Quảng Bị, Chương Mỹ, Hà Nội",133 m²,10 triệu/m²,,3.3 m,,,,,,,
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",53 m²,5.6 tỷ,6 m,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",66 m²,8.5 tỷ,,5 m,4 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đủ đồ,,
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",60 m²,10.7 tỷ,4 m,7 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Thái Hà, Phường Láng Hạ, Đống Đa, Hà Nội",51 m²,12.5 tỷ,4.8 m,8 m,5 tầng,5 phòng,5 phòng,,,,
"Đường Phan Đình Phùng, Phường Quán Thánh, Ba Đình, Hà Nội",85 m²,Thỏa thuận,10 m,,6 tầng,,,Sổ đỏ,,,
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",54 m²,13.5 tỷ,4.5 m,8 m,5 tầng,4 phòng,5 phòng,,,,
"Đường Kim Hoàng, Xã Vân Canh, Hoài Đức, Hà Nội",40 m²,2.85 tỷ,7.14 m,,4 tầng,5 phòng,,Sổ đỏ/ Sổ hồng.,Nội thất cơ bản.,Tây,
"Ngõ 460, Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",36 m²,4.18 tỷ,4.2 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản ,,
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",30 m²,8.8 tỷ,3 m,,5 tầng,3 phòng,4 phòng,"Sổ hồng riêng, sang tên công chứng trong ngày.",,,
"Đường Thọ Lão, Phường Đồng Nhân, Hai Bà Trưng, Hà Nội",39 m²,5.35 tỷ,,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,"Nội thất hoàn thiện cao cấp: Tủ bếp gỗ Dổi, cầu thang, cửa thông phòng bằng gỗ Lim Nam Phi. Sàn gỗ Alsa nhập ngoại, điện Trần Phú - Phương Liệt, ống nhựa Tiền Phong...",Đông - Nam,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Phan Chu Trinh, Phường Phan Chu Trinh, Hoàn Kiếm, Hà Nội",60 m²,15.3 tỷ,,10 m,5 tầng,8 phòng,,Sổ đỏ chính chủ.,,,
"đường Trung Văn, Phường Trung Văn, Nam Từ Liêm, Hà Nội",35 m²,6.95 tỷ,,4 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,
"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",52.5 m²,9.9 tỷ,4 m,6 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,Đông - Nam
"Đường Gia Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",32 m²,3.3 tỷ,4.8 m,,5 tầng,,,Sổ đỏ,,,
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",90 m²,31.9 tỷ,,,9 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Lân, Phường Phương Liệt, Thanh Xuân, Hà Nội",59 m²,8.6 tỷ,5 m,8 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Ngõ 34, Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",60 m²,13 tỷ,,,,,,,,,
"Đường Kim Quan, Phường Việt Hưng, Long Biên, Hà Nội",31 m²,2.35 tỷ,3.23 m,2.7 m,1 tầng,,,Sổ đỏ/ Sổ hồng.,,Tây,Tây
"Đường Hậu Ái, Xã Vân Canh, Hoài Đức, Hà Nội",32 m²,2.65 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ từ tủ bếp đến thiết bị trong nhà WC.,,
"145, Phố Chính Kinh, Phường Nhân Chính, Thanh Xuân, Hà Nội",76 m²,6.3 tỷ,6 m,3 m,4 tầng,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,"Full đồ. Điều hòa, giường tủ, sàn gỗ tự nhiên.",Đông,Đông
"Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",86 m²,7.4 tỷ,7.6 m,,3 tầng,3 phòng,2 phòng,Sổ đỏ.,,Đông - Bắc,Tây - Nam
"Số 22 ngõ 110, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",52 m²,5.35 tỷ,,,,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Hoàng Ngân, Phường Trung Hòa, Cầu Giấy, Hà Nội",63 m²,18 tỷ,4.3 m,10 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Đông - Bắc,
"Đường Hoàng Đạo Thành, Phường Khương Đình, Thanh Xuân, Hà Nội",35 m²,4.5 tỷ,3.6 m,2.5 m,5 tầng,3 phòng,4 phòng,Sổ đỏ,Đầy đủ,,
"Đường Đặng Thai Mai, Phường Quảng An, Tây Hồ, Hà Nội",81 m²,17 tỷ,4 m,6 m,7 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
"Phố Phạm Tuấn Tài, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",50 m²,10.5 tỷ,4.5 m,,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Ngõ 41, Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",50 m²,7.5 tỷ,4.8 m,3 m,6 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội",64 m²,12.3 tỷ,,,5 tầng,5 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Di Ái, Xã Di Trạch, Hoài Đức, Hà Nội",40 m²,3.4 tỷ,,,4 tầng,4 phòng,3 phòng,Sổ đỏ,,,
"Đường Định Công, Phường Định Công, Hoàng Mai, Hà Nội",90 m²,9.5 tỷ,4 m,,4 tầng,4 phòng,,Sổ đỏ/ Sổ hồng.,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội",45 m²,5.65 tỷ,4.5 m,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,,
"Phường Nghĩa Tân, Cầu Giấy, Hà Nội",55 m²,11.2 tỷ,,,7 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Ngõ 21, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",30 m²,4.3 tỷ,3.6 m,2 m,6 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,Đông - Nam,Đông - Nam
"Phố 72, Xã An Khánh, Hoài Đức, Hà Nội",35 m²,1.5 tỷ,4 m,8 m,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,Đông - Nam,
"Đường Quốc lộ 6, Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội",35 m²,1.5 tỷ,,,3 tầng,3 phòng,3 phòng,,,,
"Ngõ 23, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",51 m²,4.8 tỷ,,,5 tầng,6 phòng,5 phòng,,,,
"Ngõ Thổ Quan, Phường Thổ Quan, Đống Đa, Hà Nội",50 m²,6 tỷ,3.5 m,2 m,7 tầng,12 phòng,12 phòng,Sổ đỏ/ Sổ hồng.,"Khép kín, đầy đủ đồ.",Đông - Nam,Đông - Nam
"Đường Mễ Trì Thượng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",240 m²,22.8 tỷ,,,7 tầng,24 phòng,25 phòng,Sổ đỏ/ Sổ hồng.,,,
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",62 m²,6.3 tỷ,,,,12 phòng,,Sổ đỏ/ Sổ hồng.,,,
"Đường Hồ Tùng Mậu, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.",55 m²,10.8 tỷ,4.2 m,267 m,,6 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Tây - Nam,Tây - Bắc
"Đường Trần Thái Tông, Phường Dịch Vọng, Cầu Giấy, Hà Nội",42 m²,5.3 tỷ,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",38.8 m²,2.79 tỷ,,3.5 m,3 tầng,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,Tây,Tây
"Quan Thổ 1, Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",71.3 m²,7.8 tỷ,3.65 m,4 m,3 tầng,,,,,,
"Đường Võ Thị Sáu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",48 m²,9.8 tỷ,,5 m,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Doanh nhân,,
"Đường Do Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",40 m²,2.9 tỷ,,4 m,3 tầng,3 phòng,3 phòng,Sổ đỏ,Nội thất dầy đủ,,
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",36 m²,3.15 tỷ,,,4 tầng,5 phòng,,Sổ đỏ,,,
"Tổ 10, Phố Ngọc Trì, Phường Thạch Bàn, Long Biên, Hà Nội",63 m²,5.5 tỷ,4.3 m,2.8 m,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,"Full nội thất mới 100%, điều hòa nóng lạnh đầy đủ.",Đông - Nam,Đông - Nam
"Ngõ 147, Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",65 m²,9.8 tỷ,,,8 tầng,21 phòng,,Sổ đỏ/ Sổ hồng,"Gác xép, bàn bếp, chậu rửa, tủ bát, giường tủ. ĐH + nóng lạnh + đồng hồ điện riêng biệt từng phòng.",,
"Đường Yên Xá, Xã Tân Triều, Thanh Trì, Hà Nội",32 m²,2.9 tỷ,,,,,,,,,
"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",42 m²,8.8 tỷ,3.5 m,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Thị Định, Phường Trung Hòa, Cầu Giấy, Hà Nội",136 m²,31 tỷ,12.5 m,6 m,6 tầng,22 phòng,23 phòng,Sổ đỏ/ Sổ hồng,"Full, ngoại nhập",,
"Đường Hoa Bằng, Phường Yên Hòa, Cầu Giấy, Hà Nội",48 m²,7.1 tỷ,3.5 m,3 m,4 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,
"Đường Dịch Vọng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",80 m²,7.89 tỷ,5.02 m,2 m,4 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Đông,
"Đường Hàn Thuyên, Phường Phạm Đình Hổ, Hai Bà Trưng, Hà Nội",35 m²,6.9 tỷ,4.3 m,4 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cao cấp,,
"Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",38 m²,5.85 tỷ,,6 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Dốc Thọ Lão, Phường Đồng Nhân, Hai Bà Trưng, Hà Nội",39 m²,5.35 tỷ,,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,Đông - Nam
"Ngõ 277, Phố Tôn Đức Thắng, Phường Khâm Thiên, Đống Đa, Hà Nội",45 m²,5.5 tỷ,,3 m,,5 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",110 m²,28 tỷ,6.2 m,,10 tầng,30 phòng,30 phòng,,,,
"Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",73 m²,31.8 tỷ,5 m,,9 tầng,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng.,"Nội thất nhập khẩu Châu Âu, full nội thất.",,
"Số 83 ngõ 1, Đường Nguyễn Văn Huyên, Phường Quan Hoa, Cầu Giấy, Hà Nội",44 m²,6.35 tỷ,4 m,6 m,4 tầng,5 phòng,3 phòng,Sổ đỏ,Cao cấp,Tây - Bắc,
"Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",66 m²,12.5 tỷ,5.6 m,3 m,7 tầng,10 phòng,10 phòng,"Sổ đỏ, sổ hồng.",Hiện đại,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Âu Cơ, Phường Tứ Liên, Tây Hồ, Hà Nội",77 m²,7 tỷ,4.5 m,4 m,4 tầng,4 phòng,4 phòng,,,Tây - Bắc,Tây - Bắc
"Đường Lương Thế Vinh, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",115 m²,23.5 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Yên Xá, Xã Tân Triều, Thanh Trì, Hà Nội",55 m²,6.8 tỷ,,,8 tầng,,,Có sổ.,,,
"Phường Dương Nội, Hà Đông, Hà Nội",35 m²,2.35 tỷ,4 m,4 m,4 tầng,3 phòng,3 phòng,Sổ đỏ,Nội thất đầy đủ chỉ việc ở,Đông - Nam,
"Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",80 m²,10.5 tỷ,5 m,5 m,6 tầng,15 phòng,17 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",40 m²,6.3 tỷ,3.2 m,15 m,5 tầng,3 phòng,4 phòng,Sổ đỏ vuông vắn phân lô,Đầy đủ tiện nghi,,
"Đường Cầu Giấy, Phường Yên Hòa, Cầu Giấy, Hà Nội",30 m²,3.699 tỷ,,,,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Ngõ 136, Phố Phương Liệt, Phường Phương Liệt, Thanh Xuân, Hà Nội",44.4 m²,6 tỷ,5.2 m,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Phú Thứ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",35 m²,3.6 tỷ,4.2 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất cơ bản.,Tây - Bắc,
"Phường Nhân Chính, Thanh Xuân, Hà Nội",50 m²,7 tỷ,5.5 m,3 m,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,Nội thất cao cấp.,,
"Đường Đàm Quang Trung, Phường Long Biên, Long Biên, Hà Nội",58 m²,8.2 tỷ,,,,6 phòng,,Sổ đỏ,Full nội thất.,,
"Đường Bát Khối, Phường Long Biên, Long Biên, Hà Nội",77 m²,13.5 tỷ,5 m,8 m,4 tầng,5 phòng,5 phòng,,Full.,Tây - Nam,Tây - Nam
"Đường Liên Xã, Xã Tam Hiệp, Thanh Trì, Hà Nội",56 m²,3.95 tỷ,4 m,4 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",45 m²,4.2 tỷ,4 m,3 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,,
"Ngõ 189, Đường Hoàng Hoa Thám, Phường Ngọc Hà, Ba Đình, Hà Nội",35 m²,4.79 tỷ,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
