Địa chỉ,Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công
"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",36 m²,3.7 tỷ,,,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",60 m²,7.6 tỷ,4.2 m,,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Phố Lò Đúc, Phường Đống Mác, Hai Bà Trưng, Hà Nội",45 m²,7.25 tỷ,4 m,4 m,6 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Thôn Thượng, Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",37 m²,2.7 tỷ,,,4 tầng,,,,,,
"Ngõ 135, Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",43.8 m²,4.2 tỷ,,,5 tầng,3 phòng,,Sổ đỏ,,,
"Đường Ngọc Lâm, Phường Bồ Đề, Long Biên, Hà Nội",40 m²,3.7 tỷ,4.2 m,5 m,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Hiện đại.,,
"Đường Hoàng Như Tiếp, Phường Bồ Đề, Long Biên, Hà Nội",55 m²,7.8 tỷ,5 m,6 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Tiện Nghi Hiện Đại,,
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",45 m²,4.9 tỷ,,5 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội",45 m²,6.68 tỷ,3.6 m,,5 tầng,,,,,,
"Đường Nguyễn Văn Cừ, Phường Long Biên, Long Biên, Hà Nội",50 m²,4.8 tỷ,4 m,7 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất xịn toàn gỗ.,,
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",55 m²,9.6 tỷ,4.2 m,,7 tầng,8 phòng,6 phòng,Sổ đỏ.,,,
"Phố Lý Thường Kiệt, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",40 m²,8 tỷ,5 m,4 m,7 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,,
"Dự án KĐT Trung Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",103 m²,33.5 tỷ,,,5 tầng,,,Đã có sổ đỏ,,,
"Phố Vũ Hữu, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",54 m²,14.2 tỷ,4.1 m,5 m,5 tầng,3 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",78 m²,6.73 tỷ,,3 m,4 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Số 30 ngõ 21, Đường Trương Công Giai, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",52 m²,11.1 tỷ,4.1 m,,5 tầng,5 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Nội thất xịn.,,
"Phố Trung Hòa, Phường Trung Hòa, Cầu Giấy, Hà Nội",130 m²,30 tỷ,6.5 m,6 m,8 tầng,20 phòng,,Sổ đỏ/ Sổ hồng,Nội thất xịn xò.,,
"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội",50 m²,12.6 tỷ,,5.5 m,5 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",45 m²,6.95 tỷ,5 m,12 m,5 tầng,4 phòng,5 phòng,Sổ đỏ.,,,
"Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",50 m²,10.3 tỷ,4 m,12 m,5 tầng,4 phòng,5 phòng,,"- Nội thất: Cửa chính, cửa cuốn và 1 cửa phụ, cửa thông phòng, bậc cầu thang làm bằng gỗ Lim. Cửa kính thủy lực ngoại nhập, tủ bếp, tủ âm tường đựng quần áo, điều hòa các phòng bình nóng lạnh, thiết b",Tây - Nam,Đông - Nam
"Số 4, Phố Nghĩa Đô, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",55 m²,15.9 tỷ,5 m,20 m,5 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Lê Hồng Phong, Phường Nguyễn Trãi, Hà Đông, Hà Nội",38 m²,3.9 tỷ,4.5 m,3 m,4 tầng,4 phòng,3 phòng,"Sổ đỏ chính chủ riêng biệt, pháp lý rõ ràng, không tranh chấp. Có đầy đủ giấy phép xây dựng, hồ sơ thiết kế, Sơ đồ điện nước đầy đủ.","- Nhà xây mới phong cách Châu Âu hiện đại, tinh tế, trẻ trung. Gồm 3pn, phòng thờ, phòng khách, phòng bếp có tủ bếp gỗ Sồi Nga, chỗ để xe thoải mái, 3 WC. Đầy đủ nội thất hoàn thiện,...",,
"Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",60 m²,5.9 tỷ,4 m,2.8 m,7 tầng,12 phòng,,* Sổ đỏ chính chủ.,"Đầy đủ nội thất giường tủ, điều hòa, nóng lạnh.",Đông - Nam,Tây - Bắc
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",35 m²,4.65 tỷ,4 m,4 m,5 tầng,3 phòng,4 phòng,"- Giá bán: 4,65 tỷ (có thương lượng, bao phí sang tên sổ đỏ). - Giấy tờ pháp lý đầy đủ, sổ đỏ chính chủ, pháp lý sạch sẽ không tranh chấp, thủ tục nhanh gọn. * Liên hệ trực tiếp chính chủ: 0964 427 ***gặp anh Hoàn). * Lưu ý: Ảnh trên là ảnh thật của nhà","Tôi để lại toàn bộ nội thất xịn do chính 2 vợ chồng tôi sắm sửa cho người có duyên! Người mua chỉ việc đến ở, không phải sắm sửa thêm gì cả.",Tây - Bắc,
"Phố Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",36 m²,3.2 tỷ,4 m,3 m,4 tầng,4 phòng,3 phòng,"Pháp lý chuẩn chỉ, sổ đỏ chính chủ riêng biệt, đất sạch không tranh chấp.","- Nội thất: Đầy đủ nội thất hoàn thiện, chỉ việc về ở. - Cửa và cầu thang gỗ Lim, đầy đủ tủ bếp, thiết bị vệ sinh, cửa chính 2 lớp...",Tây - Nam,Đông - Nam
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",35 m²,2.9 tỷ,3.8 m,3 m,5 tầng,4 phòng,,"Sổ đỏ chính chủ, không tranh chấp. Đất sạch rất lộc.","Đầy đủ nội thất hoàn thiện như cầu thang và cửa gỗ Lim, cửa sổ nhôm kính Việt Pháp, tủ bếp gỗ Xoan đào, gạch chống xước Viglacera, thiết bị vệ sinh Inax...",Tây - Bắc,
"Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội",106 m²,24.5 tỷ,6 m,6 m,8 tầng,39 phòng,39 phòng,Sổ đỏ/ Sổ hồng.,"Full nội thất + Hiện trạng mới 100% full nội thất: Giường, tủ quần áo, sofa, mỗi phòng 1 máy giặt riêng.",,
"Đường Yên Phúc, Phường Văn Quán, Hà Đông, Hà Nội",36 m²,3.8 tỷ,4 m,2.8 m,4 tầng,3 phòng,,"- Giấy tờ pháp lý đầy đủ, sổ đỏ chính chủ, thủ tục nhanh gọn.","- Nội thất xịn: Nhà hoàn thiện về ở luôn, cửa chính 2 lớp, tủ bếp gỗ sồi Nga, trần thạch cao, điện nước đầy đủ... Tôi để lại hết. - Nhà xây theo kiểu kiến trúc hiện đại nên rất thoáng đãng và mát mẻ.",Đông - Nam,Nam
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",35 m²,3.9 tỷ,4.2 m,4 m,4 tầng,4 phòng,,- Sổ đỏ chính chủ riêng biệt,- Nội thất trang bị cơ bản đầy đủ. Nhà đẹp như hình ảnh. Dọn về ở luôn.,Đông - Nam,
"Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội",66 m²,8.2 tỷ,4.5 m,3 m,6 tầng,,,"* Sổ đỏ chính chủ, không tranh chấp, giấy phép xây dựng đầy đủ, đất sạch liền thổ rất lộc....","Đầy đủ nội thất hoàn thiện. Cửa chính hai lớp, cửa thông phòng gỗ Lim, vệ sinh Inax, gạch Granit chống xước, điện nước hoàn chỉnh, nóng lạnh điều hòa, giường tủ...",Tây - Bắc,Đông - Nam
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",42 m²,5.1 tỷ,,,6 tầng,5 phòng,,Đã có sổ đỏ,Full,,
"Đường Yên Xá, Phường Văn Quán, Hà Đông, Hà Nội",35 m²,2.9 tỷ,3.66 m,2.8 m,4 tầng,3 phòng,,"Sổ đỏ chính chủ, bao sang tên. Giấy phép xây dựng đầy đủ.","Đầy đủ nội thất cao cấp hoàn thiện cơ bản và đầy đủ, gia chủ chỉ việc mang quần áo về ở trước tết luôn. Nhà 4 tầng, nhiều cửa sổ, đón ánh sáng tự nhiên, thoáng mát.",Tây - Nam,
"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",75 m²,23 tỷ,5.5 m,,8 tầng,2 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,
"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",105 m²,19.5 tỷ,5 m,,6 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Cát Linh, Phường Cát Linh, Đống Đa, Hà Nội",40 m²,8.7 tỷ,3.5 m,5 m,4 tầng,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Huỳnh Thúc Kháng, Phường Láng Hạ, Đống Đa, Hà Nội",100 m²,26.7 tỷ,7 m,6 m,7 tầng,20 phòng,21 phòng,"Sổ đỏ chính chủ, nở hậu đẹp.",Nhập khẩu sang trọng lịch sự,,
"Phố Lê Thanh Nghị, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",55 m²,7 tỷ,4 m,4 m,5 tầng,5 phòng,3 phòng,Sổ đỏ.,,,
"Đường Hoàng Như Tiếp, Phường Bồ Đề, Long Biên, Hà Nội",52 m²,3.98 tỷ,,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Cầu Giấy, Hà Nội",55 m²,26 tỷ,,,7 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Phố Phố Vọng, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",25 m²,2.78 tỷ,,,4 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,
"Số 14 ngõ 92, Đường Giáp Bát, Phường Giáp Bát, Hoàng Mai, Hà Nội",41 m²,4.1 tỷ,,,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,Đông - Nam,
"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Ba Đình, Hà Nội",32 m²,7.3 tỷ,10 m,5 m,5 tầng,2 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,,
"Ngõ 554, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",76 m²,11.8 tỷ,,6 m,1 tầng,,,,,,
"Đường Nguyên Hồng, Phường Láng Thượng, Đống Đa, Hà Nội",73 m²,27 tỷ,6.6 m,13 m,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,
"Ngõ 44, Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",53 m²,6.2 tỷ,4 m,,4 tầng,4 phòng,,,,,
"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",60 m²,21 tỷ,12 m,13 m,5 tầng,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,
"Đường Dương Khuê, Phường Mai Dịch, Cầu Giấy, Hà Nội",95 m²,36.5 tỷ,9.6 m,10 m,8 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Phố Khúc Thừa Dụ, Phường Dịch Vọng, Cầu Giấy, Hà Nội",160 m²,60 tỷ,9 m,20 m,10 tầng,26 phòng,,Sổ đỏ/ Sổ hồng,,,
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",20 m²,3.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Tây,
"Đường Trung Yên, Phường Trung Hòa, Cầu Giấy, Hà Nội",115 m²,19.8 tỷ,5 m,8 m,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Dự án KĐT Trung Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",60 m²,12.8 tỷ,4.5 m,7 m,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",35 m²,4.5 tỷ,3.5 m,2 m,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ ,,
"Đường Đặng Tiến Đông, Phường Nam Đồng, Đống Đa, Hà Nội",50 m²,15.8 tỷ,,,8 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Ngõ 63, Đường Lê Đức Thọ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",35 m²,4.2 tỷ,5.1 m,2.5 m,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,,
"Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",52 m²,4.3 tỷ,4.5 m,3 m,5 tầng,4 phòng,,Sổ hồng,Nội thất đầy đủ hiện đại.,,
"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",39 m²,4.4 tỷ,,,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,,
"Phường Vạn Phúc, Hà Đông, Hà Nội",50 m²,9.9 tỷ,5 m,,5 tầng,,,Sổ đỏ,,,
"Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",55 m²,10.5 tỷ,4.6 m,4 m,4 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,,
"Ngõ 66, Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",38 m²,3.8 tỷ,4 m,3 m,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,"Tặng toàn bộ nội thất mới đẹp, hiện đại.",,
"Ngõ 32, Đường Hạ Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",45 m²,5.3 tỷ,4 m,,4 tầng,4 phòng,,,,,
"Đường Xuân Thủy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",30 m²,4.3 tỷ,3.5 m,2.5 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Phố Phạm Tuấn Tài, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",40 m²,10 tỷ,4 m,,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,,
"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",26 m²,2.7 tỷ,3.5 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,,
"Phường Cát Linh, Đống Đa, Hà Nội",43 m²,5.8 tỷ,3.5 m,,3 tầng,3 phòng,3 phòng,,,Bắc,
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",51 m²,8.05 tỷ,4 m,,5 tầng,,,,,,
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",33 m²,4.45 tỷ,,,6 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Tây - Nam,
"Phường Kiến Hưng, Hà Đông, Hà Nội",63 m²,7.6 tỷ,,,3 tầng,3 phòng,,,,,
"Phường Cống Vị, Ba Đình, Hà Nội",41 m²,5.5 tỷ,3 m,,3 tầng,3 phòng,3 phòng,,,Nam,
"Đường Ngọc Trục, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",35 m²,3.25 tỷ,3.9 m,3 m,5 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,Đông - Bắc,
"209, Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",35 m²,4.7 tỷ,4 m,3 m,6 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất cao cấp,,
"Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",35 m²,2.8 tỷ,3.9 m,3.5 m,5 tầng,4 phòng,3 phòng,Sổ đỏ.,Nội thất cơ bản.,Đông - Nam,Đông - Nam
"Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",53 m²,8.9 tỷ,5.4 m,,3 tầng,3 phòng,,Sổ đỏ/ Sổ hồng.,,,
"Phố Phú Lương, Phường Phú Lương, Hà Đông, Hà Nội",40 m²,2.47 tỷ,3.9 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ,Nội thất cơ bản.,Đông - Nam,Đông - Nam
"Đường Ỷ La, Phường Yên Nghĩa, Hà Đông, Hà Nội",35 m²,2.55 tỷ,3.6 m,3 m,5 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất siêu đẹp.,Tây - Bắc,Tây - Bắc
"Đường Yên Lãng, Phường Láng Thượng, Đống Đa, Hà Nội",80 m²,11 tỷ,4 m,4 m,6 tầng,5 phòng,5 phòng,,,,
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",90 m²,32 tỷ,,,9 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",50 m²,12 tỷ,5.5 m,7 m,5 tầng,7 phòng,5 phòng,Sổ đỏ pháp lý chuẩn,,,
"Ngách 15 Gốc Đề, Đường Minh Khai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",31 m²,4.15 tỷ,5.1 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Ngõ Giếng Mứt, Phố Bạch Mai, Phường Trương Định, Hai Bà Trưng, Hà Nội",30 m²,3.55 tỷ,4 m,3 m,4 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Đại La, Phường Trương Định, Hai Bà Trưng, Hà Nội",32 m²,4.3 tỷ,5 m,4 m,5 tầng,3 phòng,4 phòng,,,,
"Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",90 m²,6.8 tỷ,7 m,,4 tầng,2 phòng,,Sổ đỏ,,,
"Ngõ 856, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",78 m²,6.98 tỷ,3 m,3.5 m,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,"Tivi, Tủ Lạnh, Điều hòa, nóng lạnh....",Bắc,Bắc
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",34 m²,3.86 tỷ,3.7 m,4 m,4 tầng,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,Tây - Nam,Tây - Nam
"đường Nghi Tàm, Phường Tứ Liên, Tây Hồ, Hà Nội",60 m²,5.6 tỷ,5 m,,5 tầng,5 phòng,4 phòng,,,,
"Đường Lạc Long Quân, Phường Nhật Tân, Tây Hồ, Hà Nội",36 m²,Thỏa thuận,,,3 tầng,4 phòng,,Sổ đỏ,,,
"Phố Vũ Tông Phan, Phường Kim Giang, Thanh Xuân, Hà Nội",40 m²,5.35 tỷ,4 m,,6 tầng,,,,,,
"Ngõ 651, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",34 m²,3.75 tỷ,4.6 m,3 m,5 tầng,3 phòng,4 phòng,"Sổ đỏ chính chủ, vuông vắn!",,,
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",120 m²,27 tỷ,9 m,13 m,7 tầng,20 phòng,20 phòng,Sổ đỏ/ Sổ hồng,,,
"Thị trấn Văn Điển, Thanh Trì, Hà Nội",31 m²,3.15 tỷ,,,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Xã Tứ Hiệp, Thanh Trì, Hà Nội",31 m²,3.15 tỷ,4 m,,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",60 m²,6 tỷ,4.8 m,,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",48 m²,6.65 tỷ,4.2 m,,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",34 m²,2.8 tỷ,,,,6 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",42 m²,5.9 tỷ,,,4 tầng,6 phòng,,Sổ đỏ/ Sổ hồng,,,
"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",45 m²,2.57 tỷ,,,4 tầng,,,Sổ đỏ/ Sổ hồng.,,,
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",45 m²,4.2 tỷ,,3 m,4 tầng,,,,,,
"Đường Đại lộ Thăng Long, Xã Vân Côn, Hoài Đức, Hà Nội",45 m²,1.79 tỷ,4 m,3 m,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Tây,Tây - Bắc
"Đường Kim Ngưu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",177 m²,48 tỷ,,,2 tầng,,,,,,
"Đường Tây Sơn, Phường Thịnh Quang, Đống Đa, Hà Nội",40 m²,Thỏa thuận,,,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Nhân Hòa, Phường Nhân Chính, Thanh Xuân, Hà Nội",40 m²,7.5 tỷ,3.8 m,3 m,6 tầng,3 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản.,,
"Ngõ 32, Đường Hạ Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",45 m²,5.3 tỷ,4 m,,4 tầng,4 phòng,,,,,
"Ngõ 120, Đường Trường Chinh, Phường Phương Mai, Đống Đa, Hà Nội",86 m²,7.35 tỷ,6.8 m,3 m,3 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Phường Mỗ Lao, Hà Đông, Hà Nội",57 m²,13.1 tỷ,13 m,,5 tầng,,,Sổ đỏ,,,
"Đường Dịch Vọng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",77 m²,8.5 tỷ,5 m,2 m,4 tầng,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng.,,,
"Ngõ 184, Đường Đê Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",31 m²,2.3 tỷ,4.8 m,3 m,1 tầng,2 phòng,1 phòng,"Sổ đỏ chính chủ, vuông vắn",,,
"Phố Thái Thịnh, Phường Ngã Tư Sở, Đống Đa, Hà Nội",50 m²,7.9 tỷ,,,5 tầng,,,,,,
"Ngõ 24, Đường Kim Đồng, Phường Giáp Bát, Hoàng Mai, Hà Nội",48 m²,10.2 tỷ,4.5 m,,6 tầng,3 phòng,,Sổ đỏ.,,,
"Đường Hoàng Mai, Phường Mai Động, Hoàng Mai, Hà Nội",40 m²,4.15 tỷ,,,4 tầng,,,Sổ đỏ.,,,
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",39 m²,5.5 tỷ,4.8 m,2 m,5 tầng,9 phòng,,Sổ đỏ/ Sổ hồng,,,
"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",40 m²,6.85 tỷ,,,6 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Yên Xá, Xã Tân Triều, Thanh Trì, Hà Nội",48 m²,4.7 tỷ,,,6 tầng,,,,,,
"Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",38 m²,3.6 tỷ,4 m,4 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Tặng full nội thất ,,
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",44 m²,3.9 tỷ,4 m,4 m,4 tầng,4 phòng,4 phòng,Đã có sổ.,Tặng full nội thất.,,
"Đường Trung Văn, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",44 m²,4.34 tỷ,3.7 m,3 m,5 tầng,4 phòng,4 phòng,Đã có sổ.,Xịn sò,,
"Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",54 m²,3.95 tỷ,4 m,4 m,4 tầng,4 phòng,4 phòng,Đã có sổ.,Tặng full nội thất.,,
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",42 m²,3.95 tỷ,4 m,3.5 m,4 tầng,4 phòng,4 phòng,Đã có sổ.,Tặng full nội thất.,,
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",52 m²,4.8 tỷ,4 m,3 m,4 tầng,4 phòng,4 phòng,Sổ đỏ,Tặng full nội thất.,,
"Ngõ 89, Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",51 m²,7 tỷ,4 m,4.5 m,5 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Cao cấp,,
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",51 m²,7.2 tỷ,5 m,,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Đội Cấn, Phường Liễu Giai, Ba Đình, Hà Nội",51 m²,6.79 tỷ,4.7 m,2 m,5 tầng,9 phòng,9 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Phường Quốc Tử Giám, Đống Đa, Hà Nội",56 m²,5.3 tỷ,4 m,3 m,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",30 m²,6.2 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Mới đầy đủ.,,
"Phố Lương Định Của, Phường Kim Liên, Đống Đa, Hà Nội",37 m²,3.8 tỷ,6.5 m,4 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Bát Khối, Phường Long Biên, Long Biên, Hà Nội",30 m²,3.4 tỷ,3.39 m,2.5 m,5 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,"Đầy đủ đồ gắn tường hoàn thiện đầy đủ đồ gắn tường, thêm chút đồ nội thất.",Đông - Nam,Đông - Nam
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",49 m²,5.2 tỷ,4.8 m,,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Tặng Nội Thất ,,
"Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",30 m²,Thỏa thuận,5 m,4 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đồ gỗ,Nam,Nam
